Table1
title=_t	_x	_y	t	x	y	v_x	v_y	a_x	a_y	
405	139	137	13,365	8,26	5,76	0,00	-7,42	-32,14	-332,87	
406	139	144	13,398	8,26	5,27	-2,12	-27,27	-48,21	-381,08	
407	137	163	13,431	8,12	3,96	-3,18	-32,58	16,07	220,39	
408	136	175	13,464	8,05	3,12	-1,06	-12,73	32,14	415,52	
409	136	175	13,497	8,05	3,12	-1,06	-5,15	0,00	66,57	
410	135	180	13,530	7,98	2,78	-1,06	-8,33	16,07	13,77	
411	135	183	13,563	7,98	2,57	0,00	-4,24	16,07	142,33	
412	135	184	13,596	7,98	2,50	0,00	1,06	0,00	144,63	
413	135	182	13,629	7,98	2,64	0,00	5,30	16,07	110,19	
414	135	179	13,662	7,98	2,85	1,06	8,33	32,14	94,12	
415	136	174	13,695	8,05	3,19	2,12	11,52	0,00	50,51	
416	137	168	13,728	8,12	3,61	1,06	11,67	-16,07	-32,14	
417	137	163	13,761	8,12	3,96	1,06	9,39	-16,07	-66,57	
418	138	159	13,794	8,19	4,23	0,00	7,27	0,00	192,84	
419	137	156	13,827	8,12	4,44	1,06	22,12	32,14	257,12	
420	139	138	13,860	8,26	5,69	2,12	24,24	-16,07	-192,84	
421	139	133	13,893	8,26	6,04	0,00	9,39	-16,07	-257,12	
422	139	129	13,926	8,26	6,31	1,06	7,27	16,07	-78,05	
423	140	126	13,959	8,33	6,52	1,06	4,24	-16,07	-110,19	
424	140	125	13,992	8,33	6,59	0,00	0,00	-32,14	-112,49	
425	140	126	14,025	8,33	6,52	-1,06	-3,18	-16,07	-110,19	
426	139	128	14,058	8,26	6,38	-1,06	-7,27	16,07	-110,19	
427	139	133	14,091	8,26	6,04	0,00	-10,45	-16,07	-18,37	
428	139	138	14,124	8,26	5,69	-2,12	-8,48	-32,14	-176,77	
429	137	141	14,157	8,12	5,48	-2,12	-22,12	32,14	-220,39	
430	137	159	14,190	8,12	4,23	0,00	-23,03	16,07	176,77	
431	137	163	14,223	8,12	3,96	-1,06	-10,45	-16,07	156,11	
432	136	169	14,256	8,05	3,54	-1,06	-12,73	0,00	0,00	
433	136	175	14,289	8,05	3,12	-1,06	-10,45	0,00	82,64	
434	135	179	14,322	7,98	2,85	-1,06	-7,27	16,07	94,12	
435	135	182	14,355	7,98	2,64	0,00	-4,24	16,07	126,26	
436	135	183	14,388	7,98	2,57	0,00	1,06	0,00	142,33	
437	135	181	14,421	7,98	2,71	0,00	5,15	16,07	110,19	
438	135	178	14,454	7,98	2,91	1,06	8,33	16,07	98,71	
439	136	173	14,487	8,05	3,26	1,06	11,67	0,00	48,21	
440	136	167	14,520	8,05	3,68	1,06	11,52	-32,14	-34,44	
441	137	162	14,553	8,12	4,02	-1,06	9,39	-16,07	-61,98	
442	135	158	14,586	7,98	4,30	0,00	7,42	48,21	-94,12	
443	137	155	14,619	8,12	4,51	2,12	3,18	32,14	158,40	
444	137	155	14,652	8,12	4,51	2,12	17,88	0,00	365,01	
445	139	138	14,685	8,26	5,69	2,12	27,27	-16,07	-96,42	
446	139	129	14,718	8,26	6,31	1,06	11,52	-16,07	-381,08	
447	140	127	14,751	8,33	6,45	1,06	2,12	-16,07	-158,40	
448	140	127	14,784	8,33	6,45	0,00	1,06	-16,07	-16,07	
449	140	126	14,817	8,33	6,52	0,00	1,06	0,00	-78,05	
450	140	126	14,850	8,33	6,52	0,00	-4,09	-16,07	-142,33	
451	140	130	14,883	8,33	6,25	-1,06	-8,33	-16,07	-82,64	
452	139	134	14,916	8,26	5,97	-1,06	-9,55	16,07	13,77	
453	139	139	14,949	8,26	5,62	0,00	-7,42	16,07	48,21	
454	139	141	14,982	8,26	5,48	0,00	-6,36	-32,14	-252,53	
455	139	145	15,015	8,26	5,20	-2,12	-24,09	-48,21	-284,66	
456	137	164	15,048	8,12	3,89	-3,18	-25,15	16,07	188,25	
457	136	169	15,081	8,05	3,54	-1,06	-11,67	32,14	222,68	
458	136	175	15,114	8,05	3,12	-1,06	-10,45	0,00	82,64	
459	135	179	15,147	7,98	2,85	-1,06	-6,21	16,07	110,19	
460	135	181	15,180	7,98	2,71	0,00	-3,18	16,07	110,19	
461	135	182	15,213	7,98	2,64	0,00	1,06	16,07	126,26	
462	135	180	15,246	7,98	2,78	1,06	5,15	16,07	110,19	
463	136	177	15,279	8,05	2,98	1,06	8,33	-16,07	98,71	
464	136	172	15,312	8,05	3,33	0,00	11,67	0,00	48,21	
465	136	166	15,345	8,05	3,75	1,06	11,52	0,00	-66,57	
466	137	161	15,378	8,12	4,09	0,00	7,27	0,00	-61,98	
467	136	159	15,411	8,05	4,23	1,06	7,42	32,14	224,98	
468	138	154	15,444	8,19	4,58	2,12	22,12	0,00	206,61	
469	138	138	15,477	8,19	5,69	1,06	21,06	-16,07	-206,61	
470	139	134	15,510	8,26	5,97	1,06	8,48	-16,07	-224,98	
471	139	130	15,543	8,26	6,25	0,00	6,21	-16,07	-82,64	
472	139	128	15,576	8,26	6,38	0,00	3,03	0,00	-94,12	
473	139	127	15,609	8,26	6,45	0,00	0,00	0,00	-107,90	
474	139	128	15,642	8,26	6,38	0,00	-4,09	0,00	-110,19	
475	139	131	15,675	8,26	6,18	0,00	-7,27	-16,07	-66,57	
476	139	135	15,708	8,26	5,90	-1,06	-8,48			
477	138	139	15,741	8,19	5,62					
										
479	137	159	15,807	8,12	4,23					
480	137	164	15,840	8,12	3,89	-1,06	-10,45			
481	136	169	15,873	8,05	3,54	-1,06	-11,67	0,00	13,77	
482	136	175	15,906	8,05	3,12	-1,06	-9,55	0,00	98,71	
483	135	178	15,939	7,98	2,91	-1,06	-5,15	16,07	114,78	
484	135	180	15,972	7,98	2,78	0,00	-1,97	16,07	94,12	
485	135	180	16,005	7,98	2,78	0,00	1,06	16,07	107,90	
486	135	179	16,038	7,98	2,85	1,06	5,15	16,07	110,19	
487	136	175	16,071	8,05	3,12	1,06	8,33	0,00	82,64	
488	136	171	16,104	8,05	3,40	1,06	10,61	0,00	-29,84	
489	137	165	16,137	8,12	3,82	1,06	6,36	-16,07	-98,71	
490	137	165	16,170	8,12	3,82	0,00	4,09	-16,07	78,05	
491	137	161	16,203	8,12	4,09	0,00	11,52	32,14	321,40	
492	137	154	16,236	8,12	4,58	2,12	25,30	32,14	96,42	
493	139	137	16,269	8,26	5,76	2,12	17,88	-32,14	-335,17	
494	139	137	16,302	8,26	5,76	0,00	3,18	-32,14	-158,40	
495	139	134	16,335	8,26	5,97	0,00	7,42	0,00	45,91	
496	139	130	16,368	8,26	6,25	0,00	6,21	0,00	-82,64	
497	139	128	16,401	8,26	6,38	0,00	1,97	0,00	-110,19	
498	139	128	16,434	8,26	6,38	0,00	-1,06	0,00	-91,83	
499	139	129	16,467	8,26	6,31	0,00	-4,09	0,00	-94,12	
500	139	132	16,500	8,26	6,11	0,00	-7,27	-16,07	-66,57	
501	139	136	16,533	8,26	5,83	-1,06	-8,48			
502	138	140	16,566	8,19	5,55					
										
504	137	160	16,632	8,12	4,16					
505	136	164	16,665	8,05	3,89	-1,06	-10,45			
506	136	170	16,698	8,05	3,47	0,00	-10,61	0,00	29,84	
507	136	174	16,731	8,05	3,19	-1,06	-8,48	-16,07	82,64	
508	135	178	16,764	7,98	2,91	-1,06	-5,15	16,07	114,78	
509	135	179	16,797	7,98	2,85	0,00	-0,91	16,07	107,90	
510	135	179	16,830	7,98	2,85	0,00	1,97	16,07	91,83	
511	135	177	16,863	7,98	2,98	1,06	5,15	16,07	98,71	
512	136	174	16,896	8,05	3,19	1,06	8,48	0,00	82,64	
513	136	169	16,929	8,05	3,54	1,06	10,61	0,00	13,77	
514	137	164	16,962	8,12	3,89	1,06	9,39			
515	137	160	16,995	8,12	4,16					
										
517	137	154	17,061	8,12	4,58					
518	139	137	17,094	8,26	5,76	2,12	21,06			
519	139	134	17,127	8,26	5,97	0,00	6,36	-32,14	-241,05	
520	139	131	17,160	8,26	6,18	0,00	5,15	0,00	-66,57	
521	139	129	17,193	8,26	6,31	0,00	1,97	0,00	-107,90	
522	139	129	17,226	8,26	6,31	0,00	-1,97	0,00	-107,90	
523	139	131	17,259	8,26	6,18	0,00	-5,15	0,00	-66,57	
524	139	134	17,292	8,26	5,97	0,00	-6,36	-16,07	-34,44	
525	139	137	17,325	8,26	5,76	-1,06	-7,42			
526	138	141	17,358	8,19	5,48					
										
528	137	160	17,424	8,12	4,16					
529	136	164	17,457	8,05	3,89	-1,06	-10,45			
530	136	170	17,490	8,05	3,47	0,00	-10,61	16,07	94,12	
531	136	174	17,523	8,05	3,19	0,00	-4,24	0,00	112,49	
532	136	174	17,556	8,05	3,19	0,00	-3,18	-16,07	0,00	
533	136	177	17,589	8,05	2,98	-1,06	-4,24	0,00	64,28	
534	135	178	17,622	7,98	2,91	0,00	1,06	32,14	96,42	
535	136	176	17,655	8,05	3,05	1,06	2,12	0,00	32,14	
536	136	176	17,688	8,05	3,05	0,00	3,18	-16,07	96,42	
537	136	173	17,721	8,05	3,26	0,00	8,48	16,07	112,49	
538	136	168	17,754	8,05	3,61	1,06	10,61	16,07	-48,21	
539	137	163	17,787	8,12	3,96	1,06	5,30			
540	137	163	17,820	8,12	3,96					
										
542	137	154	17,886	8,12	4,58					
543	139	137	17,919	8,26	5,76	2,12	21,06			
544	139	134	17,952	8,26	5,97	0,00	6,36	-32,14	-254,82	
545	139	131	17,985	8,26	6,18	0,00	4,24	0,00	-80,35	
546	139	130	18,018	8,26	6,25	0,00	1,06	0,00	-96,42	
547	139	130	18,051	8,26	6,25	0,00	-2,12	0,00	-96,42	
548	139	132	18,084	8,26	6,11	0,00	-5,30	-16,07	-64,28	
549	139	135	18,117	8,26	5,90	-1,06	-6,36	-32,14	-16,07	
550	138	138	18,150	8,19	5,69	-2,12	-6,36			
551	137	141	18,183	8,12	5,48					
										
553	137	161	18,249	8,12	4,09					
554	136	164	18,282	8,05	3,89	-1,06	-9,39			
555	136	170	18,315	8,05	3,47	0,00	-10,61	0,00	29,84	
556	136	174	18,348	8,05	3,19	-1,06	-7,42	-16,07	96,42	
557	135	177	18,381	7,98	2,98	-1,06	-4,24	16,07	112,49	
558	135	178	18,414	7,98	2,91	0,00	0,00	32,14	112,49	
559	135	177	18,447	7,98	2,98	1,06	3,18	16,07	96,42	
560	136	175	18,480	8,05	3,12	1,06	6,36	-16,07	80,35	
561	136	171	18,513	8,05	3,40	0,00	8,48	0,00	32,14	
562	136	167	18,546	8,05	3,68	1,06	8,48	16,07	-2,30	
563	137	163	18,579	8,12	3,96	1,06	8,33			
564	137	159	18,612	8,12	4,23					
										
566	137	153	18,678	8,12	4,65					
567	137	153	18,711	8,12	4,65	2,12	16,82			
568	139	137	18,744	8,26	5,76	2,12	22,12	-32,14	-158,40	
569	139	132	18,777	8,26	6,11	0,00	6,36	-32,14	-319,10	
570	139	131	18,810	8,26	6,18	0,00	1,06	0,00	-128,56	
571	139	131	18,843	8,26	6,18	0,00	-2,12	0,00	-96,42	
572	139	133	18,876	8,26	6,04	0,00	-5,30	0,00	-16,07	
573	139	136	18,909	8,26	5,83	0,00	-3,18	0,00	32,14	
574	139	136	18,942	8,26	5,83	0,00	-3,18	32,14	-80,35	
575	139	139	18,975	8,26	5,62	2,12	-8,48	32,14	-32,14	
576	141	144	19,008	8,40	5,27	2,12	-5,30	-96,42	-142,33	
577	141	144	19,041	8,40	5,27	-4,24	-17,88	-112,49	-252,53	
578	137	161	19,074	8,12	4,09	-5,30	-21,97	48,21	144,63	
579	136	165	19,107	8,05	3,82	-1,06	-8,33	80,35	204,32	
580	136	169	19,140	8,05	3,54	0,00	-8,48	16,07	61,98	
581	136	173	19,173	8,05	3,26	0,00	-4,24	-16,07	64,28	
582	136	173	19,206	8,05	3,26	-1,06	-4,24	-16,07	16,07	
583	135	177	19,239	7,98	2,98	-1,06	-3,18	32,14	112,49	
584	135	176	19,272	7,98	3,05	1,06	3,18	32,14	144,63	
585	136	174	19,305	8,05	3,19	1,06	6,36	-16,07	80,35	
586	136	170	19,338	8,05	3,47	0,00	8,48	0,00	29,84	
587	136	166	19,371	8,05	3,75	1,06	8,33	16,07	-18,37	
588	137	162	19,404	8,12	4,02	1,06	7,27			
589	137	159	19,437	8,12	4,23					
										
591	138	140	19,503	8,19	5,55					
592	139	137	19,536	8,26	5,76	1,06	5,30			
593	139	135	19,569	8,26	5,90	0,00	4,24	-16,07	-32,14	
594	139	133	19,602	8,26	6,04	0,00	3,18	0,00	-48,21	
595	139	132	19,635	8,26	6,11	0,00	1,06	0,00	-80,35	
596	139	132	19,668	8,26	6,11	0,00	-2,12	-16,07	-96,42	
597	139	134	19,701	8,26	5,97	-1,06	-5,30	-16,07	-48,21	
598	138	137	19,734	8,19	5,76	-1,06	-5,30	16,07	16,07	
599	138	139	19,767	8,19	5,62	0,00	-4,24	0,00	-222,68	
600	138	141	19,800	8,19	5,48	-1,06	-20,00	-16,07	-254,82	
601	137	158	19,833	8,12	4,30	-1,06	-21,06	0,00	192,84	
602	137	161	19,866	8,12	4,09	-1,06	-7,27	0,00	192,84	
603	136	165	19,899	8,05	3,82	-1,06	-8,33	16,07	-18,37	
604	136	169	19,932	8,05	3,54	0,00	-8,48	16,07	29,84	
605	136	173	19,965	8,05	3,26	0,00	-6,36	0,00	80,35	
606	136	175	19,998	8,05	3,12	0,00	-3,18	0,00	96,42	
607	136	176	20,031	8,05	3,05	0,00	0,00	0,00	96,42	
608	136	175	20,064	8,05	3,12	0,00	3,18	0,00	96,42	
609	136	173	20,097	8,05	3,26	0,00	6,36	16,07	80,35	
610	136	169	20,130	8,05	3,54	1,06	8,48	16,07	29,84	
611	137	165	20,163	8,12	3,82	1,06	8,33	-16,07	-18,37	
612	137	161	20,196	8,12	4,09	0,00	7,27	16,07	176,77	
613	137	158	20,229	8,12	4,30	2,12	20,00	16,07	176,77	
614	139	142	20,262	8,26	5,41	1,06	18,94	-32,14	-238,75	
615	138	140	20,295	8,19	5,55	0,00	4,24	0,00	-206,61	
616	139	138	20,328	8,26	5,69	1,06	5,30	0,00	-16,07	
617	139	135	20,361	8,26	5,90	0,00	3,18	-16,07	-48,21	
618	139	135	20,394	8,26	5,90	0,00	2,12	0,00	-16,07	
619	139	133	20,427	8,26	6,04	0,00	2,12	0,00	-32,14	
620	139	133	20,460	8,26	6,04	0,00	0,00	0,00	-64,28	
621	139	133	20,493	8,26	6,04	0,00	-2,12	-16,07	-64,28	
622	139	135	20,526	8,26	5,90	-1,06	-4,24	-16,07	0,00	
623	138	137	20,559	8,19	5,76	-1,06	-2,12			
624	138	137	20,592	8,19	5,76					
										
626	136	158	20,658	8,05	4,30					
627	137	162	20,691	8,12	4,02	0,00	-7,27			
628	136	165	20,724	8,05	3,82	-1,06	-7,27	0,00	-2,30	
629	136	169	20,757	8,05	3,54	0,00	-7,42	16,07	29,84	
630	136	172	20,790	8,05	3,33	0,00	-5,30	-16,07	64,28	
631	136	174	20,823	8,05	3,19	-1,06	-3,18	0,00	80,35	
632	135	175	20,856	7,98	3,12	0,00	0,00	32,14	112,49	
633	136	174	20,889	8,05	3,19	1,06	4,24	0,00	96,42	
634	136	171	20,922	8,05	3,40	0,00	6,36	-16,07	48,21	
635	136	168	20,955	8,05	3,61	0,00	7,42	16,07	13,77	
636	136	164	20,988	8,05	3,89	1,06	7,27	16,07	-18,37	
637	137	161	21,021	8,12	4,09	1,06	6,21			
638	137	158	21,054	8,12	4,30					
										
640	137	153	21,120	8,12	4,65					
641	139	138	21,153	8,26	5,69	2,12	17,88			
642	139	136	21,186	8,26	5,83	0,00	4,24	-32,14	-222,68	
643	139	134	21,219	8,26	5,97	0,00	3,18	0,00	-64,28	
644	139	133	21,252	8,26	6,04	0,00	0,00	0,00	-96,42	
645	139	134	21,285	8,26	5,97	0,00	-3,18	0,00	-64,28	
646	139	136	21,318	8,26	5,83	0,00	-4,24	-16,07	-32,14	
647	139	138	21,351	8,26	5,69	-1,06	-5,30			
648	138	141	21,384	8,19	5,48					
										
650	137	159	21,450	8,12	4,23					
651	137	162	21,483	8,12	4,02	-1,06	-6,21			
652	136	165	21,516	8,05	3,82	-1,06	-7,27	16,07	-18,37	
653	136	169	21,549	8,05	3,54	0,00	-7,42	16,07	45,91	
654	136	172	21,582	8,05	3,33	0,00	-4,24	0,00	80,35	
655	136	173	21,615	8,05	3,26	0,00	-2,12	0,00	80,35	
656	136	174	21,648	8,05	3,19	0,00	1,06	0,00	96,42	
657	136	172	21,681	8,05	3,33	0,00	4,24	0,00	16,07	
658	136	170	21,714	8,05	3,47	0,00	2,12	0,00	-16,07	
659	136	170	21,747	8,05	3,47	0,00	3,18	16,07	126,26	
660	136	167	21,780	8,05	3,68	1,06	10,45	-16,07	94,12	
661	137	160	21,813	8,12	4,16	-1,06	9,39	-48,21	-126,26	
662	135	158	21,846	7,98	4,30	-2,12	2,12	64,28	128,56	
663	135	158	21,879	7,98	4,30	3,18	17,88	80,35	254,82	
664	138	141	21,912	8,19	5,48	3,18	18,94	-48,21	-222,68	
665	138	140	21,945	8,19	5,55	0,00	3,18	-32,14	-222,68	
666	138	138	21,978	8,19	5,69	1,06	4,24	16,07	0,00	
667	139	136	22,011	8,26	5,83	1,06	3,18	-16,07	-32,14	
668	139	135	22,044	8,26	5,90	0,00	2,12	-16,07	-48,21	
669	139	134	22,077	8,26	5,97	0,00	0,00	0,00	-80,35	
670	139	135	22,110	8,26	5,90	0,00	-3,18	0,00	-64,28	
671	139	137	22,143	8,26	5,76	0,00	-4,24	-16,07	-16,07	
672	139	139	22,176	8,26	5,62	-1,06	-4,24			
673	138	141	22,209	8,19	5,48					
										
675	137	159	22,275	8,12	4,23					
676	137	162	22,308	8,12	4,02	-1,06	-6,21			
677	136	165	22,341	8,05	3,82	-1,06	-6,21	16,07	-2,30	
678	136	168	22,374	8,05	3,61	0,00	-6,36	16,07	29,84	
679	136	171	22,407	8,05	3,40	0,00	-4,24	0,00	64,28	
680	136	172	22,440	8,05	3,33	0,00	-2,12	0,00	80,35	
681	136	173	22,473	8,05	3,26	0,00	1,06	0,00	96,42	
682	136	171	22,506	8,05	3,40	0,00	4,24	0,00	64,28	
683	136	169	22,539	8,05	3,54	0,00	5,30	16,07	32,14	
684	136	166	22,572	8,05	3,75	1,06	6,36	16,07	13,77	
685	137	163	22,605	8,12	3,96	1,06	6,21	-32,14	-34,44	
686	137	160	22,638	8,12	4,16	-1,06	4,09	0,00	-29,84	
687	136	159	22,671	8,05	4,23	1,06	4,24	48,21	241,05	
688	138	156	22,704	8,19	4,44	2,12	20,00	0,00	222,68	
689	138	140	22,737	8,19	5,55	1,06	18,94	-16,07	-254,82	
690	139	138	22,770	8,26	5,69	1,06	3,18	-16,07	-238,75	
691	139	137	22,803	8,26	5,76	0,00	3,18	-16,07	-16,07	
692	139	135	22,836	8,26	5,90	0,00	2,12	0,00	-64,28	
693	139	135	22,869	8,26	5,90	0,00	-1,06	0,00	-80,35	
694	139	136	22,902	8,26	5,83	0,00	-3,18	0,00	-32,14	
695	139	138	22,935	8,26	5,69	0,00	-3,18	-32,14	0,00	
696	139	139	22,968	8,26	5,62	-2,12	-3,18			
697	137	141	23,001	8,12	5,48					
										
699	137	159	23,067	8,12	4,23					
700	137	159	23,100	8,12	4,23	0,00	-3,18			
701	137	162	23,133	8,12	4,02	-1,06	-6,21	-16,07	-78,05	
702	136	165	23,166	8,05	3,82	-1,06	-8,33	16,07	-18,37	
703	136	170	23,199	8,05	3,47	0,00	-7,42	16,07	94,12	
704	136	172	23,232	8,05	3,33	0,00	-2,12	0,00	128,56	
705	136	172	23,265	8,05	3,33	0,00	1,06	0,00	64,28	
706	136	171	23,298	8,05	3,40	0,00	2,12	0,00	32,14	
707	136	170	23,331	8,05	3,47	0,00	3,18	0,00	0,00	
708	136	168	23,364	8,05	3,61	0,00	2,12	16,07	45,91	
709	136	168	23,397	8,05	3,61	1,06	6,21	16,07	110,19	
710	137	162	23,430	8,12	4,02	1,06	9,39			
711	137	159	23,463	8,12	4,23					
										
713	138	156	23,529	8,19	4,44					
714	138	140	23,562	8,19	5,55	0,00	18,94			
715	138	138	23,595	8,19	5,69	1,06	3,18	16,07	-254,82	
716	139	137	23,628	8,26	5,76	1,06	2,12	-32,14	-32,14	
717	139	136	23,661	8,26	5,83	-1,06	1,06	-32,14	-48,21	
718	138	136	23,694	8,19	5,83	-1,06	-1,06	16,07	-48,21	
719	138	137	23,727	8,19	5,76	0,00	-2,12	16,07	-32,14	
720	138	138	23,760	8,19	5,69	0,00	-3,18	-16,07	-16,07	
721	138	140	23,793	8,19	5,55	-1,06	-3,18	-80,35	-222,68	
722	137	141	23,826	8,12	5,48	-5,30	-17,88	16,07	-254,82	
723	133	157	23,859	7,84	4,37	0,00	-20,00	144,63	190,54	
724	137	160	23,892	8,12	4,16	4,24	-5,30	0,00	224,98	
725	137	162	23,925	8,12	4,02	0,00	-5,15	-80,35	-13,77	
726	137	165	23,958	8,12	3,82	-1,06	-6,21	-16,07	-2,30	
727	136	168	23,991	8,05	3,61	-1,06	-5,30	16,07	45,91	
728	136	170	24,024	8,05	3,47	0,00	-3,18	16,07	64,28	
729	136	171	24,057	8,05	3,40	0,00	-1,06	0,00	80,35	
730	136	171	24,090	8,05	3,40	0,00	2,12	0,00	80,35	
731	136	169	24,123	8,05	3,54	0,00	4,24	16,07	48,21	
732	136	167	24,156	8,05	3,68	1,06	5,30	16,07	13,77	
733	137	164	24,189	8,12	3,89	1,06	5,15	-16,07	-2,30	
734	137	162	24,222	8,12	4,02	0,00	5,15			
735	137	159	24,255	8,12	4,23					
										
737	138	156	24,321	8,19	4,44					
738	139	140	24,354	8,26	5,55	0,00	17,88			
739	138	139	24,387	8,19	5,62	0,00	3,18	16,07	-238,75	
740	139	137	24,420	8,26	5,76	1,06	2,12	0,00	-48,21	
741	139	137	24,453	8,26	5,76	0,00	0,00	-16,07	-32,14	
742	139	137	24,486	8,26	5,76	0,00	0,00	-16,07	-32,14	
743	139	137	24,519	8,26	5,76	-1,06	-2,12	-16,07	-64,28	
744	138	139	24,552	8,19	5,62	-1,06	-4,24	16,07	-16,07	
745	138	141	24,585	8,19	5,48	0,00	-3,18	16,07	48,21	
746	138	142	24,618	8,19	5,41	0,00	-1,06	48,21	16,07	
747	138	142	24,651	8,19	5,41	3,18	-2,12	-16,07	-270,89	
748	141	144	24,684	8,40	5,27	-1,06	-18,94	-128,56	-254,82	
749	137	160	24,717	8,12	4,16	-5,30	-18,94	0,00	254,82	
750	136	162	24,750	8,05	4,02	-1,06	-2,12	80,35	208,91	
751	136	162	24,783	8,05	4,02	0,00	-5,15	16,07	-78,05	
752	136	167	24,816	8,05	3,68	0,00	-7,27	0,00	29,84	
753	136	169	24,849	8,05	3,54	0,00	-3,18	0,00	110,19	
754	136	170	24,882	8,05	3,47	0,00	0,00	0,00	80,35	
755	136	169	24,915	8,05	3,54	0,00	2,12	0,00	48,21	
756	136	168	24,948	8,05	3,61	0,00	3,18	0,00	32,14	
757	136	166	24,981	8,05	3,75	0,00	4,24	16,07	29,84	
758	136	164	25,014	8,05	3,89	1,06	5,15	16,07	13,77	
759	137	161	25,047	8,12	4,09	1,06	5,15			
760	137	159	25,080	8,12	4,23					
										
762	138	156	25,146	8,19	4,44					
763	139	140	25,179	8,26	5,55	1,06	17,88			
764	139	139	25,212	8,26	5,62	0,00	2,12	-16,07	-238,75	
765	139	138	25,245	8,26	5,69	0,00	2,12	0,00	-32,14	
766	139	137	25,278	8,26	5,76	0,00	0,00	0,00	-48,21	
767	139	138	25,311	8,26	5,69	0,00	-1,06	0,00	-32,14	
768	139	138	25,344	8,26	5,69	0,00	-2,12	-16,07	-32,14	
769	139	140	25,377	8,26	5,55	-1,06	-3,18			
770	138	141	25,410	8,19	5,48					
										
772	137	158	25,476	8,12	4,30					
773	137	160	25,509	8,12	4,16	0,00	-4,24			
774	137	162	25,542	8,12	4,02	-1,06	-4,09	-16,07	-13,77	
775	136	164	25,575	8,05	3,89	-1,06	-5,15	16,07	-2,30	
776	136	167	25,608	8,05	3,68	0,00	-4,24	16,07	45,91	
777	136	168	25,641	8,05	3,61	0,00	-2,12	0,00	64,28	
778	136	169	25,674	8,05	3,54	0,00	0,00	0,00	64,28	
779	136	168	25,707	8,05	3,61	0,00	2,12	0,00	48,21	
780	136	167	25,740	8,05	3,68	0,00	3,18	0,00	0,00	
781	136	165	25,773	8,05	3,82	0,00	2,12	0,00	-16,07	
782	136	165	25,806	8,05	3,82	0,00	2,12	0,00	78,05	
783	136	163	25,839	8,05	3,96	0,00	7,27			
784	136	158	25,872	8,05	4,30					
										
786	138	156	25,938	8,19	4,44					
787	138	154	25,971	8,19	4,58	0,00	17,88			
788	138	139	26,004	8,19	5,62	0,00	16,82	0,00	-254,82	
789	138	138	26,037	8,19	5,69	0,00	1,06	0,00	-254,82	
790	138	138	26,070	8,19	5,69	0,00	0,00	0,00	-16,07	
791	138	138	26,103	8,19	5,69	0,00	0,00	0,00	-16,07	
792	138	138	26,136	8,19	5,69	0,00	-1,06	0,00	-32,14	
793	138	139	26,169	8,19	5,62	0,00	-2,12	0,00	-16,07	
794	138	140	26,202	8,19	5,55	0,00	-2,12			
795	138	141	26,235	8,19	5,48					
										
797	136	158	26,301	8,05	4,30					
798	137	160	26,334	8,12	4,16	1,06	-4,24			
799	137	162	26,367	8,12	4,02	0,00	-4,09	-32,14	2,30	
800	137	164	26,400	8,12	3,89	-1,06	-4,09	-16,07	13,77	
801	136	166	26,433	8,05	3,75	-1,06	-3,18	16,07	29,84	
802	136	167	26,466	8,05	3,68	0,00	-2,12	16,07	32,14	
803	136	168	26,499	8,05	3,61	0,00	-1,06	0,00	64,28	
804	136	168	26,532	8,05	3,61	0,00	2,12	16,07	80,35	
805	136	166	26,565	8,05	3,75	1,06	4,24	16,07	29,84	
806	137	164	26,598	8,12	3,89	1,06	4,09	-16,07	-2,30	
807	137	162	26,631	8,12	4,02	0,00	4,09	-16,07	2,30	
808	137	160	26,664	8,12	4,16	0,00	4,24			
809	137	158	26,697	8,12	4,30					
										
811	138	156	26,763	8,19	4,44					
812	138	141	26,796	8,19	5,48	0,00	16,82			
813	138	140	26,829	8,19	5,55	0,00	2,12	0,00	-222,68	
814	138	139	26,862	8,19	5,62	0,00	2,12	0,00	-32,14	
815	138	138	26,895	8,19	5,69	0,00	0,00	0,00	-48,21	
816	138	139	26,928	8,19	5,62	0,00	-1,06	0,00	-32,14	
817	138	139	26,961	8,19	5,62	0,00	-2,12	-16,07	-16,07	
818	138	141	26,994	8,19	5,48	-1,06	-2,12			
819	137	141	27,027	8,12	5,48					
										
821	136	158	27,093	8,05	4,30					
822	136	160	27,126	8,05	4,16	1,06	-4,24			
823	137	162	27,159	8,12	4,02	0,00	-4,09	-32,14	2,30	
824	136	164	27,192	8,05	3,89	-1,06	-4,09	0,00	13,77	
825	136	166	27,225	8,05	3,75	0,00	-3,18	16,07	45,91	
826	136	167	27,258	8,05	3,68	0,00	-1,06	0,00	64,28	
827	136	167	27,291	8,05	3,68	0,00	1,06	0,00	48,21	
828	136	166	27,324	8,05	3,75	0,00	2,12	16,07	16,07	
829	136	165	27,357	8,05	3,82	1,06	2,12	16,07	13,77	
830	137	164	27,390	8,12	3,89	1,06	3,03	-16,07	-2,30	
831	137	162	27,423	8,12	4,02	0,00	1,97	-16,07	-13,77	
832	137	162	27,456	8,12	4,02	0,00	2,12	-16,07	34,44	
833	137	160	27,489	8,12	4,16	-1,06	4,24	16,07	32,14	
834	136	158	27,522	8,05	4,30	1,06	4,24	48,21	-32,14	
835	138	156	27,555	8,19	4,44	2,12	2,12	-16,07	174,47	
836	138	156	27,588	8,19	4,44	0,00	15,76	-32,14	222,68	
